0.12019,0.12042,0.12082,0.11992
0.15478,0.15847,0.15469,0.15651
0.18114,0.18303,0.18188,0.18469
0.20714,0.20528,0.20547,0.20441
0.20916,0.21501,0.21345,0.21658
0.22811,0.22591,0.2268,0.22742
0.23333,0.23105,0.22989,0.22725
0.23169,0.23823,0.23562,0.23691
0.23975,0.23757,0.2374,0.23592
0.24093,0.24253,0.2387,0.23948
0.23983,0.24135,0.23828,0.24367
0.23498,0.23498,0.23339,0.23926
0.22888,0.23787,0.23521,0.23511
0.22928,0.23186,0.23537,0.22913
0.22838,0.227,0.22784,0.22752
0.22643,0.22562,0.22393,0.2262
0.22247,0.2228,0.22234,0.22291
0.21412,0.21821,0.21905,0.21587
0.20694,0.20974,0.21249,0.20984
0.20296,0.20593,0.20551,0.20579
0.19843,0.1996,0.20153,0.2011
0.19395,0.19594,0.1944,0.19768
0.19095,0.19424,0.18853,0.19172
0.18247,0.1844,0.18521,0.18439
0.1789,0.17952,0.17886,0.17866
0.17637,0.17368,0.17205,0.1762
0.16477,0.16713,0.16627,0.16676
0.16208,0.16423,0.16384,0.15783
0.15824,0.15635,0.16483,0.15827
0.15056,0.15369,0.15714,0.15423
0.14842,0.15144,0.14715,0.14934
0.14191,0.14356,0.14494,0.14289
0.13901,0.13706,0.13846,0.13996
0.13328,0.13078,0.13248,0.1369
0.1258,0.12716,0.12954,0.12583
0.12597,0.12117,0.12375,0.12435
0.12083,0.11458,0.12225,0.12031
0.11488,0.11339,0.11676,0.11134
0.10894,0.11217,0.11106,0.11032
0.10297,0.10959,0.10995,0.10585
0.10674,0.10636,0.1018,0.10171
0.10495,0.10056,0.097856,0.098898
0.092129,0.094557,0.095135,0.093449
0.087509,0.092047,0.092478,0.095173
0.089553,0.090765,0.091937,0.092252
0.08628,0.088815,0.087393,0.081743
0.079916,0.084851,0.085071,0.079487
0.076034,0.08006,0.081437,0.075894
0.075203,0.079256,0.076351,0.071875
0.073423,0.074474,0.071171,0.070695
0.068079,0.066698,0.071263,0.069663
0.067107,0.065334,0.070386,0.070172
0.067845,0.069048,0.063456,0.064319
0.060095,0.065116,0.061644,0.05729
0.055679,0.057846,0.059048,0.053401
0.055518,0.061073,0.058085,0.053645
0.048208,0.05391,0.056087,0.053909
0.048154,0.047319,0.050432,0.053365
0.051747,0.046946,0.050614,0.051006
0.047603,0.045097,0.047502,0.045467
0.048021,0.048168,0.044834,0.044849
0.043333,0.042823,0.043043,0.043645
0.041429,0.04559,0.040514,0.042097
0.042559,0.043761,0.040106,0.040552
0.036262,0.034308,0.036394,0.038183
0.039443,0.038089,0.036053,0.036434
0.035179,0.036045,0.033535,0.032817
0.029871,0.034144,0.034523,0.031821
0.034155,0.030725,0.034586,0.034403
0.031406,0.031502,0.027611,0.033325
0.029343,0.032838,0.031485,0.028378
0.029538,0.024627,0.031344,0.027151
0.0293,0.02908,0.02805,0.02884
0.027483,0.027419,0.027316,0.02525
0.026122,0.020284,0.021236,0.023605
0.025231,0.024141,0.02244,0.025213
0.023945,0.02455,0.02478,0.025282
0.022185,0.022857,0.022005,0.026063
0.019138,0.019562,0.018847,0.01964
0.020576,0.01634,0.016159,0.018549
0.018387,0.02102,0.01936,0.020775
0.018946,0.020458,0.0193,0.016259
0.019662,0.015635,0.016865,0.018064
0.016522,0.017807,0.021311,0.017283
0.021334,0.018923,0.016867,0.017878
0.018505,0.019935,0.010377,0.020627
0.016002,0.015678,0.01217,0.012624
0.014352,0.012433,0.013139,0.012154
0.0068202,0.014816,0.014379,0.015619
0.010136,0.01099,0.013387,0.0131
0.010366,0.010749,0.01096,0.01399
0.01269,0.010888,0.010642,0.012908
0.015143,0.0096969,0.013657,0.012139
0.0087927,0.010387,0.012956,0.012491
0.011975,0.0082121,0.011431,0.0094628
0.0079909,0.011408,0.011988,0.0077013
0.0038832,0.013911,0.0078928,0.0080903
0.013139,0.011672,0.010597,0.0093469
0.010305,0.010725,0.010667,0.0077782
0.0018015,0.010356,0.0044955,0.0046158
